chr11 76626137
chr11 76628620
chr11 76641322
chr11 76645041
chr11 76650175
chr11 76652330
chr11 76653128
chr11 76655984
chr11 76656642
chr11 76666775
chr11 76681598
chr11 76682180
chr11 76682732
chr11 76687740
chr11 76688061
chr11 76688115
chr11 76707693
chr11 76714672
chr11 76714818
chr11 76714851
chr11 76720056
chr11 76736473
chr11 76747767
chr11 76784835
chr11 76785821
chr11 76792978
chr11 76795844
chr11 76805973
chr11 76806202
chr11 76834653
chr11 76907189
chr11 76939702
chr11 76941813
chr11 76956760
chr11 77017687
chr11 77040122
chr11 77065913
chr11 77074406
chr11 77088346
chr11 77126453
chr11 77126506
chr11 77129663
chr11 77129926
chr11 77132776
chr11 77140785
chr11 77155541
chr11 77155909
chr11 77159101
chr11 77174118
chr11 77184237
chr11 77210045
chr11 77233133
chr11 77268505
chr11 77380529
chr11 77408675
chr11 77444583
chr11 77448779
chr11 77456130
chr11 77476618
chr11 77505861
chr11 77511563
chr11 77526196
chr11 77591478
chr11 77769017
chr11 77926322
chr11 77960822
chr11 78008449
chr11 78008566
chr11 78086231
chr11 78104013
chr11 78111010
chr11 78154534
chr11 78172809
chr11 78173736
chr11 78192660
chr11 78209884
chr11 78210302
chr11 78274670
chr11 78277501
chr11 78343561
chr11 78442725
chr11 78460772
chr11 78477250
chr11 78518997
chr11 78571671
chr11 78577863
chr11 78584696
chr11 78609922
chr11 78644195
chr11 78644404
chr11 78644934
chr11 78647543
chr11 78649124
chr11 78649276
chr11 78651917
chr11 78658528
chr11 78700738
chr11 78706102
chr11 78712360
chr11 78749504
chr11 78753152
chr11 78762085
chr11 78764468
chr11 78793807
chr11 78796608
chr11 78798028
chr11 78799221
chr11 78801413
chr11 78851504
chr11 78900731
chr11 78911133
chr11 78916504
chr11 78918720
chr11 78932110
chr11 78937283
chr11 78967290
chr11 78970444
chr11 78979435
chr11 78995371
chr11 79011903
chr11 79015849
chr11 79028998
chr11 79031311
chr11 79031483
chr11 79031678
chr11 79047882
chr11 79053483
chr11 79054063
chr11 79056439
chr11 79060193
chr11 79060589
chr11 79069792
chr11 79074234
chr11 79075310
chr11 79081701
chr11 79084402
chr11 79099748
chr11 79101628
chr11 79106568
chr11 79108987
chr11 79112198
chr11 79119643
chr11 79123376
chr11 79146638
chr11 79161798
chr11 79162576
chr11 79166274
chr11 79179120
chr11 79193221
chr11 79203737
chr11 79205261
chr11 79216913
chr11 79218835
chr11 79223908
chr11 79229633
chr11 79230179
chr11 79249841
chr11 79255374
chr11 79267293
chr11 79278556
chr11 79281605
chr11 79290241
chr11 79302979
chr11 79306540
chr11 79307405
chr11 79311218
chr11 79312850
chr11 79317300
chr11 79319167
chr11 79319954
chr11 79322322
chr11 79344195
chr11 79344600
chr11 79354056
chr11 79355201
chr11 79399848
chr11 79481114
chr11 79496131
chr11 79503700
chr11 79508801
chr11 79527742
chr11 79569166
chr11 79573462
chr11 79576836
chr11 79600399
chr11 79604530
chr11 79615446
chr11 79619894
chr11 79620527
chr11 79620996
chr11 79662422
chr11 79662728
chr11 79663713
chr11 79665238
chr11 79677944
chr11 79687013
chr11 79702355
chr11 79707191
chr11 79730691
chr11 79745527
chr11 79768741
chr11 79817033
chr11 79823323
chr11 79833716
chr11 79839985
chr11 79860563
chr11 79879044
chr11 79937458
chr11 79964548
chr11 79966136
chr11 79980772
chr11 80026986
chr11 80061562
chr11 80065036
chr11 80073289
chr11 80086427
chr11 80088505
chr11 80097714
chr11 80161976
chr11 80191867
chr11 80233096
chr11 80256460
chr11 80266684
chr11 80270901
chr11 80283170
chr11 80297100
chr11 80297254
chr11 80312559
chr11 80322588
chr11 80358548
chr11 80361775
chr11 80369595
chr11 80372849
chr11 80373339
chr11 80377816
chr11 80381986
chr11 80383285
chr11 80384318
chr11 80385838
chr11 80398676
chr11 80402332
chr11 80408049
chr11 80410736
chr11 80414775
chr11 80417665
chr11 80430726
chr11 80446214
chr11 80455296
chr11 80460576
chr11 80462855
chr11 80471420
chr11 80488719
chr11 80490235
chr11 80491832
chr11 80513596
chr11 80520710
chr11 80534226
chr11 80556870
chr11 80577782
chr11 80581829
chr11 80601810
chr11 80633819
chr11 80634836
chr11 80647616
chr11 80659423
chr11 80670743
chr11 80745991
chr11 80784482
chr11 80823176
chr11 80831469
chr11 80831794
chr11 80842812
chr11 80844183
chr11 80846843
chr11 80850488
chr11 80851695
chr11 80855353
chr11 80859191
chr11 80873593
chr11 80885007
chr11 80933903
chr11 80938107
chr11 80958529
chr11 80961271
chr11 80965780
chr11 80969366
chr11 80981554
chr11 80996568
chr11 80997393
chr11 81005349
chr11 81007340
chr11 81022328
chr11 81024273
chr11 81032901
chr11 81046859
chr11 81065353
chr11 81074856
chr11 81102689
chr11 81129788
chr11 81134297
chr11 81140203
chr11 81141335
chr11 81150415
chr11 81163377
chr11 81182922
chr11 81205316
chr11 81226311
chr11 81254995
chr11 81274505
chr11 81279692
chr11 81283430
chr11 81295296
chr11 81362310
chr11 81365632
chr11 81390766
chr11 81398497
chr11 81420155
chr11 81433800
chr11 81438088
chr11 81439190
chr11 81439781
chr11 81440859
chr11 81448193
chr11 81452985
chr11 81482234
chr11 81489151
chr11 81493968
chr11 81530183
chr11 81547047
chr11 81566260
chr11 81581627
chr11 81623616
chr11 81626775
chr11 81713027
chr11 81719508
chr11 81816860
chr11 81817150
chr11 81862721
chr11 81888939
chr11 81949814
chr11 81957238
chr11 81969538
chr11 82022449
chr11 82062181
chr11 82063000
chr11 82076590
chr11 82099520
chr11 82362998
chr11 82375162
chr11 82459958
chr11 82463570
chr11 82523239
chr11 82530286
chr11 82536829
chr11 82549592
chr11 82563914
chr11 82571218
chr11 82587490
chr11 82590098
chr11 82621682
chr11 82638618
chr11 82640826
chr11 82644447
chr11 82665937
chr11 82701071
chr11 82710144
chr11 82719382
chr11 82720304
chr11 82722802
chr11 82792473
chr11 82807053
chr11 82811233
chr11 82866439
chr11 82908362
chr11 82930932
chr11 82933862
chr11 82983969
chr11 83097914
chr11 83115190
chr11 83115589
chr11 83121878
chr11 83204756
chr11 83205457
chr11 83250832
chr11 83253057
chr11 83260472
chr11 83340826
chr11 83435467
chr11 83459312
chr11 83468218
chr11 83509532
chr11 83511272
chr11 83568139
chr11 83633374
chr11 83633650
chr11 83635877
chr11 83654798
chr11 83744664
chr11 83776846
chr11 83788348
chr11 83812595
chr11 83827480
chr11 83840097
chr11 83842929
chr11 83844931
chr11 83847372
chr11 83851253
chr11 83864684
chr11 83875887
chr11 83909744
chr11 83947010
chr11 83952785
chr11 83995133
chr11 84005239
chr11 84006382
chr11 84102584
chr11 84105488
chr11 84111386
chr11 84136583
chr11 84140666
chr11 84187428
chr11 84240117
chr11 84263338
chr11 84294801
chr11 84298798
chr11 84384909
chr11 84402387
chr11 84437035
chr11 84437343
chr11 84446040
chr11 84464185
chr11 84483587
chr11 84495824
chr11 84503768
chr11 84579755
chr11 84615182
chr11 84668628
chr11 84669232
chr11 84721142
chr11 84819495
chr11 84882058
chr11 84884737
chr11 84900062
chr11 84900116
chr11 84902435
chr11 84904565
chr11 84997093
chr11 85306432
chr11 85453707
chr11 85579868
chr11 85589414
chr11 85617648
chr11 85727667
chr11 85736848
chr11 85829793
chr11 85855923
chr11 85858640
chr11 85972511
chr11 86139201
chr11 86145664
chr11 86156666
chr11 86164895
chr11 86169034
chr11 86173221
chr11 86175952
chr11 86211028
chr11 86244620
chr11 86255544
chr11 86328081
chr11 86344859
chr11 86362174
chr11 86373867
chr11 86457270
chr11 86482464
chr11 86484010
chr11 86507366
chr11 86520030
chr11 86574783
chr11 86581506
chr11 86604415
chr11 86641130
chr11 86643484
chr11 86658004
chr11 86695042
chr11 86703240
chr11 86715724
chr11 86720388
chr11 86725600
chr11 86748462
chr11 86775659
chr11 86776281
chr11 86806122
chr11 86816610
chr11 86821362
chr11 86844449
chr11 86869267
chr11 86869550
chr11 86869984
chr11 86870418
chr11 86873904
chr11 86894417
chr11 86896758
chr11 86901540
chr11 86906694
chr11 86907779
chr11 86914854
chr11 86918152
chr11 86927476
chr11 86931480
chr11 86958033
chr11 86977677
chr11 86979169
chr11 86979863
chr11 86993468
chr11 87084144
chr11 87124332
chr11 87140551
chr11 87153340
chr11 87180853
chr11 87266607
chr11 87274539
chr11 87332258
chr11 87346598
chr11 87384661
chr11 87415193
chr11 87448553
chr11 87472765
chr11 87474672
chr11 87508637
chr11 87522729
chr11 87539766
chr11 87573723
chr11 87580312
chr11 87596661
chr11 87618011
chr11 87627698
chr11 87660185
chr11 87660561
chr11 87674364
chr11 87674827
chr11 87685539
chr11 87694676
chr11 87694869
chr11 87710867
chr11 87718864
chr11 87726620
chr11 87728550
chr11 87735881
chr11 87745262
chr11 87754719
chr11 87768396
chr11 87772981
chr11 87776577
chr11 87778646
chr11 87780334
chr11 90795778
chr11 90849053
chr11 90864756
chr11 90876884
chr11 90915292
chr11 90936163
chr11 90953667
chr11 90958251
chr11 91001638
chr11 91076281
chr11 91128773
chr11 91131291
chr11 91223046
chr11 91232904
chr11 91299365
chr11 91352883
chr11 91394389
chr11 91397212
chr11 91402517
chr11 91460812
chr11 91466129
chr11 91496828
chr11 91515241
chr11 91518935
chr11 91568007
chr11 91575854
chr11 91632180
chr11 91712075
chr11 91720868
chr11 91765493
chr11 91789285
chr11 91831172
chr11 91841019
chr11 91890307
chr11 91926542
chr11 91934778
chr11 91960050
chr11 91981809
chr11 92082580
chr11 92089895
chr11 92127079
chr11 92137684
chr11 92145973
chr11 92149334
chr11 92179999
chr11 92185893
chr11 92186108
chr11 92216386
chr11 92228560
chr11 92241386
chr11 92265319
chr11 92277389
chr11 92278384
chr11 92283439
chr11 92356145
chr11 92359368
chr11 92362914
chr11 92402015
chr11 92437857
chr11 92454609
chr11 92476687
chr11 92476959
chr11 92498024
chr11 92499798
chr11 92501446
chr11 92522401
chr11 92542036
chr11 92583633
chr11 92595480
chr11 92599519
chr11 92627313
chr11 92679036
chr11 92703059
chr11 92719990
chr11 92743387
chr11 92757561
chr11 92761870
chr11 92813352
chr11 92847639
chr11 92879116
chr11 92890183
chr11 92898964
chr11 92903776
chr11 92910849
chr11 92918160
chr11 92919472
chr11 92931709
chr11 92931854
chr11 92933750
chr11 92933881
chr11 92936724
chr11 92937119
chr11 92942515
chr11 92943307
chr11 92969796
chr11 92980210
chr11 92989595
chr11 93009156
chr11 93041104
chr11 93067848
chr11 93068728
chr11 93079756
chr11 93158630
chr11 93248362
chr11 93251758
chr11 93297904
chr11 93334592
chr11 93360115
chr11 93406188
chr11 93479088
chr11 93511875
chr11 93521475
chr11 93534734
chr11 93540563
chr11 93569508
chr11 93598087
chr11 93608551
chr11 93615723
chr11 93637526
chr11 93723169
chr11 93781071
chr11 93784345
chr11 93837363
chr11 93842002
chr11 93844651
chr11 93856341
chr11 93894294
chr11 93935179
chr11 93989958
chr11 94008319
chr11 94043765
chr11 94128854
chr11 94132068
chr11 94138787
chr11 94143523
chr11 94179870
chr11 94181928
chr11 94181938
chr11 94197482
chr11 94197786
chr11 94201105
chr11 94212749
chr11 94262836
chr11 94283469
chr11 94316185
chr11 94381507
chr11 94393072
chr11 94412352
chr11 94420475
chr11 94541886
chr11 94593544
chr11 94620767
chr11 94630554
chr11 94648963
chr11 94658679
chr11 94666763
chr11 94668105
chr11 94673193
chr11 94686063
chr11 94725478
chr11 94730795
chr11 94738761
chr11 94766418
chr11 94769771
chr11 94793202
chr11 94812151
chr11 94848493
chr11 94867141
chr11 94887492
chr11 94916314
chr11 94934799
chr11 94935964
chr11 94936940
chr11 94956255
chr11 94957476
chr11 94961529
chr11 94963263
chr11 94998212
chr11 95022166
chr11 95026330
chr11 95026776
chr11 95032203
chr11 95032416
chr11 95041147
chr11 95041642
chr11 95042068
chr11 95045371
chr11 95068375
chr11 95069700
chr11 95078893
chr11 95092965
chr11 95143438
chr11 95148058
chr11 95149115
chr11 95155621
chr11 95156546
chr11 95157871
chr11 95157935
chr11 95172947
chr11 95210995
chr11 95226478
chr11 95237021
chr11 95249542
chr11 95250951
chr11 95260701
chr11 95289164
chr11 95291812
chr11 95296754
chr11 95307382
chr11 95325941
chr11 95338565
chr11 95358785
chr11 95384623
chr11 95386860
chr11 95415406
chr11 95421400
chr11 95443129
chr11 95444641
chr11 95444741
chr11 95473304
chr11 95505380
chr11 95517712
chr11 95518916
chr11 95542914
chr11 95556087
chr11 95556833
chr11 95569812
chr11 95574112
chr11 95578258
chr11 95586293
chr11 95590681
chr11 95614025
chr11 95625633
chr11 95654368
chr11 95658889
chr11 95673843
chr11 95688354
chr11 95709379
chr11 95715126
chr11 95734386
chr11 95736727
chr11 95821924
chr11 95838183
chr11 95844246
chr11 95855686
chr11 95865465
chr11 95876478
chr11 95901644
chr11 95978750
chr11 95979913
chr11 95981575
